Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Remoteness,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,38,34.4,41.9,47,44.6,36.8,25.9,65.2,42
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Has long-term health condition,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,1.4,1.5,1.9,1.6,1.8,2.3,1.5,1.3,1.6
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Does not have long-term health condition,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,17.7,16.3,19.3,17.8,19.3,22.8,12.5,17.4,17.8
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Long-term health condition not stated,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,0.7,0.6,0.8,0.7,0.8,1.1,0.4,0.7,0.7
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,19.8,18.4,22.1,20.2,21.9,26.1,14.3,19.4,20.1
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,47729,11267,40860,14447,7260,5069,1753,10342,138758
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,816587,706270,533472,273071,187898,51275,54989,15632,2639491
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,3177,2428,2143,960,839,353,93,113,10113
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Has long-term health condition,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,na,na,na,na,na,na,na,na,na
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Does not have long-term health condition,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,na,na,na,na,na,na,na,na,na
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Long-term health condition not stated,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,na,na,na,na,na,na,na,na,na
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,38.3,34.6,44.7,48.5,42.4,37.6,26.8,60,42.8
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Has long-term health condition,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,na,na,na,na,na,na,na,na,na
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Does not have long-term health condition,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,na,na,na,na,na,na,na,na,na
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Long-term health condition not stated,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,na,na,na,na,na,na,na,na,na
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,18.7,18.5,23.9,21.7,22.8,26,13.9,18.8,20.4
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,38572,8551,33101,12386,6030,4096,1287,9259,113305
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,821950,701466,523913,270192,187669,51612,50896,15982,2623965
SE7a.2,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,6504,5683,4197,1907,1587,562,243,257,20942
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Provided unpaid care and assistance to a child and/or person with disability,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,9.4,8.5,11.8,15.3,12.8,9.7,6.4,33.8,12.6
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Did not provide unpaid care or assistance,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,28.2,25.7,29.8,31.2,31.2,26.7,19.1,30.7,29
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Provision of unpaid care or assistance not stated,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,0.4,0.2,0.4,0.4,0.6,0.3,0.2,0.7,0.4
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Total not fully engaged,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,38,34.4,41.9,47,44.6,36.8,25.9,65.2,42
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Provided unpaid care and assistance to a child and/or person with disability,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,3.1,2.8,4.1,3.7,3.7,5.2,2.2,3.4,3.3
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Did not provide unpaid care or assistance,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,16.7,15.6,17.9,16.5,18.2,20.8,12.1,16,16.7
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Provision of unpaid care or assistance not stated,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Total not fully engaged,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,19.8,18.4,22.1,20.2,21.9,26.1,14.3,19.4,20.1
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,,,15-24 years old,,ABS (unpublished) Census of Population and Housing,no.,47729,11267,40860,14447,7260,5069,1753,10342,138758
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,,,15-24 years old,,ABS (unpublished) Census of Population and Housing,no.,816587,706270,533472,273071,187898,51275,54989,15632,2639491
SE7a.3,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,,,15-24 years old,,ABS (unpublished) Census of Population and Housing,no.,3177,2428,2143,960,839,353,93,113,10113
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Provided unpaid care and assistance to a child and/or person with disability,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,11.6,10.7,15.4,17.4,14.4,12.8,8.8,32.2,15.1
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Did not provide unpaid care or assistance,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,25.1,22.7,27.6,28.8,26.3,24,17.1,25.2,26
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Provision of unpaid care or assistance not stated,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,1.6,1.3,1.7,2.2,1.6,1,0.6,2.6,1.7
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Total not fully engaged,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,38.3,34.6,44.7,48.5,42.4,37.6,26.8,60,42.8
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Provided unpaid care and assistance to a child and/or person with disability,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,4,3.6,5.4,4.7,4.8,6.4,2.7,4.5,4.3
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Did not provide unpaid care or assistance,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,14.3,14.4,18,16.6,17.5,19.1,11.1,13.8,15.6
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Provision of unpaid care or assistance not stated,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,0.4,0.4,0.5,0.4,0.4,0.6,0.2,0.5,0.4
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Total not fully engaged,,15-24 years old,,ABS (unpublished) Census of Population and Housing,%,18.7,18.5,23.9,21.7,22.8,26,13.9,18.8,20.4
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,,,15-24 years old,,ABS (unpublished) Census of Population and Housing,no.,38572,8551,33101,12386,6030,4096,1287,9259,113305
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,,,15-24 years old,,ABS (unpublished) Census of Population and Housing,no.,821950,701466,523913,270192,187669,51612,50896,15982,2623965
SE7a.3,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,,,15-24 years old,,ABS (unpublished) Census of Population and Housing,no.,6504,5683,4197,1907,1587,562,243,257,20942
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Employed; worked part-time,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,10.9,10.1,11.2,8.5,10.4,11.9,9.2,5.7,10.2
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Unemployed; looking for part-time or full-time work,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,7,6.7,9,9.6,9.6,8.3,5.1,9.2,8.2
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Not in the labour force,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,20.1,17.7,21.8,28.8,24.5,16.6,11.5,50.3,23.6
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,38,34.4,41.9,47,44.6,36.8,25.9,65.2,42
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Employed; worked part-time,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,8.2,9,11,10.7,11.3,12.4,7.7,10.6,9.6
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Unemployed; looking for part-time or full-time work,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,3,3.1,4.1,3.6,4,5.2,2.5,2.9,3.4
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Not in the labour force,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,8.7,6.3,6.9,5.9,6.6,8.5,4.2,6,7.1
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,19.8,18.4,22.1,20.2,21.9,26.1,14.3,19.4,20.1
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,47729,11267,40860,14447,7260,5069,1753,10342,138758
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,816587,706270,533472,273071,187898,51275,54989,15632,2639491
SE7a.4,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,3177,2428,2143,960,839,353,93,113,10113
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Employed; worked part-time,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,9.5,9,9.9,7.2,9.5,11.1,7.7,4.9,9
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Unemployed; looking for part-time or full-time work,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,10.2,8.3,12.8,12.3,10.2,9.2,6.7,12.4,11.1
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Not in the labour force,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,18.7,17.4,22,28.9,22.6,17.3,11.9,42.7,22.7
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,38.3,34.6,44.7,48.5,42.4,37.6,26.8,60,42.8
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Employed; worked part-time,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,8,8.3,11.2,9.9,10.8,11.7,7.1,9.4,9.2
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Unemployed; looking for part-time or full-time work,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,4,4,5.9,5.4,5.2,5.6,2.7,3.6,4.6
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Not in the labour force,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,6.7,6.2,6.8,6.4,6.8,8.6,4.2,5.8,6.6
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,18.7,18.5,23.9,21.7,22.8,26,13.9,18.8,20.4
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,38572,8551,33101,12386,6030,4096,1287,9259,113305
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,821950,701466,523913,270192,187669,51612,50896,15982,2623965
SE7a.4,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,6504,5683,4197,1907,1587,562,243,257,20942
